url,title
https://ssc.wisc.edu/sscc/pubs/DWE/book/5-6-related-observations.html,5.6 Related observations | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/5-7-relationships-between-columns.html,5.7 Relationships between columns | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/5-transforming-variables.html,5 Transforming variables | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/6-1-preparatory-exercises-3.html,6.1 Preparatory exercises | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/6-2-tidy-data.html,6.2 Tidy data | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/6-3-aggregating-data.html,6.3 Aggregating data | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/6-4-combining-data-sets.html,6.4 Combining data sets | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/6-transforming-data-frames.html,6 Transforming data frames | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/7-programming-index.html,7 Programming index | Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/book/preface.html,Data Wrangling Essentials
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/1-1-programming-basics.html,1.1 Programming basics | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/1-2-functions-packges-and-getting-help.html,"1.2 Functions, Packges, and Getting help | Data Wrangling Essentials - Exercise Solutions in Python"
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/1-programming.html,1 Programming | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/2-1-data-frames-1.html,2.1 Data frames | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/2-2-reading-csv-files-and-other-delimited-data.html,2.2 Reading csv files and other delimited data | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/2-3-more-challenging-csv-and-deliminated-files.html,2.3 More challenging csv and deliminated files | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/2-data-frames.html,2 Data frames | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/3-1-preparatory-exercises.html,3.1 Preparatory exercises | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/3-2-relationship-between-two-continuous-variables.html,3.2 Relationship between two continuous variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/3-3-relationships-between-continuous-and-categorical-variables.html,3.3 Relationships between continuous and categorical variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/3-4-relationship-between-more-than-two-variables.html,3.4 Relationship between more than two variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/3-visual-exploration-of-data.html,3 Visual Exploration of data | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-1-preparatory-exercises-1.html,4.1 Preparatory exercises | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-2-naming-variables.html,4.2 Naming variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-3-copying-data-sets.html,4.3 Copying data sets | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-4-dropping-unneeded-variables.html,4.4 Dropping unneeded variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-5-dropping-unneeded-observations.html,4.5 Dropping unneeded observations | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-6-subsets-of-a-data-frame.html,4.6 Subsets of a data frame | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-7-coding-missing-values.html,4.7 Coding missing values | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-8-coding-missing-values-part-2.html,4.8 Coding missing values - part 2 | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-9-duplicate-observations.html,4.9 Duplicate observations | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/4-cleaning.html,4 Cleaning | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-1-preparatory-exercises-2.html,5.1 Preparatory exercises | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-2-character-variables.html,5.2 Character variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-3-numeric-variables.html,5.3 Numeric variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-4-factors-and-indicators.html,5.4 Factors and Indicators | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-5-date-and-time-variables.html,5.5 Date and time variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-6-related-observations.html,5.6 Related observations | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-7-relationships-between-columns.html,5.7 Relationships between columns | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/5-transforming-variables.html,5 Transforming variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/6-1-preparatory-exercises-3.html,6.1 Preparatory exercises | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/6-2-tidy-data.html,6.2 Tidy data | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/6-3-aggregating-data.html,6.3 Aggregating data | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/6-transforming-variables-1.html,6 Transforming variables | Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/DWE/solutions_Python/preface.html,Data Wrangling Essentials - Exercise Solutions in Python
https://ssc.wisc.edu/sscc/pubs/GitBrief/GitBriefIntro.html,Git - Brief Introduction
https://ssc.wisc.edu/sscc/pubs/MM/MM_DiagInfer.html,Mixed Models: Diagnostics and Inference
https://ssc.wisc.edu/sscc/pubs/MM/MM_DiagInfer_Sol.html,Mixed Models: Diagnostics and Inference solutions
https://ssc.wisc.edu/sscc/pubs/MM/MM_Introduction.html,Mixed Models: Introduction
https://ssc.wisc.edu/sscc/pubs/MM/MM_Models.html,Mixed Models: Models
https://ssc.wisc.edu/sscc/pubs/MM/MM_Models_Sol.html,Mixed Models: Models solutions
https://ssc.wisc.edu/sscc/pubs/MM/MM_MultRand.html,Mixed Models: Multiple Random Parameters
https://ssc.wisc.edu/sscc/pubs/MM/MM_TestEffects.html,Mixed Models: Testing Significance of Effects
https://ssc.wisc.edu/sscc/pubs/MM/MM_TestEffects_Sol.html,Mixed Models: Testing Significance of Effects solutions
https://ssc.wisc.edu/sscc/pubs/RBrief/R_BriefIntro.html,R - A Brief Introduction
https://ssc.wisc.edu/sscc/pubs/RBrief/R_BriefIntroReg.html,R - A Brief Introduction to Regression
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataExpl.html,R for Researchers: Data exploration
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataExpl_Sol.html,R for Researchers: Data exploration solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataPrep.html,R for Researchers: Data preparation
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataPrep_Sol.html,R for Researchers: Data preparation solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataPres.html,R for researchers: Data presentation
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_DataPres_SalDoc.html,R for researchers: Final SalDoc
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Diagnostics.html,R for researchers: Diagnostics
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Diagnostics_Sol.html,R for Researchers: Diagnostic solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Introduction.html,R for Researchers: Introduction
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Projects.html,R for Researchers: Projects
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RMarkdown.html,R for Researchers: R Markdown
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RMarkdown_Sol.html,R for Researchers: R Markdown solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RScript.html,R for Researchers: R Scripts
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RScript_Sol.html,R for Researchers: R Scripts solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RegInference.html,R for researchers: Regression inference
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RegInference_Sol.html,R for Researchers: Regression inference solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Regression.html,R For Researchers: Regression (OLS)
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RegressionGLM.html,R for researchers: Regression (GLM)
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_RegressionGLM_Sol.html,R for Researchers: Regression (GLM) solutions
https://ssc.wisc.edu/sscc/pubs/RFR/RFR_Regression_Sol.html,R for Researchers: Regression (OLS) solutions
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-1-overview.html,1.1 Overview | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-10-paths-and-working-directories.html,1.10 Paths and working directories | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-11-packages.html,1.11 Packages | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-2-introduction.html,1.2 Introduction | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-3-the-rstudio-ide.html,1.3 The RStudio IDE | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-4-rstudio-projects.html,1.4 RStudio projects | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-5-console-basics.html,1.5 Console Basics | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-6-organizing-projects.html,1.6 Organizing projects | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-7-running-your-code.html,1.7 Running your code | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-8-functions-and-parameters.html,1.8 Functions and parameters | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-9-vectorized-functions.html,1.9 Vectorized functions | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/1-base-r.html,1 Base R | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-1-overview-1.html,2.1 Overview | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-10-summarizing-data.html,2.10 Summarizing data | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-11-reshaping-data.html,2.11 Reshaping data | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-12-combining-data-sets.html,2.12 Combining data sets | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-13-getting-help.html,2.13 Getting help | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-2-tidyverse-packages.html,2.2 Tidyverse packages | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-3-the-pipe-operator.html,2.3 The pipe operator | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-4-importing-csv-files-and-parsers.html,2.4 Importing csv files and parsers | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-5-tibble-structure.html,2.5 Tibble structure | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-6-column-operations.html,2.6 Column operations | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-7-modifying-variables.html,2.7 Modifying variables | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-8-subsetting-rows.html,2.8 Subsetting rows | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-9-grouping.html,2.9 Grouping | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/2-tidyverse.html,2 Tidyverse | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-1-overview-2.html,3.1 Overview | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-10-reshaping.html,3.10 Reshaping | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-11-getting-help-1.html,3.11 Getting help | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-2-introduction-1.html,3.2 Introduction | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-3-data-frames.html,3.3 Data frames | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-4-pipe-operator.html,3.4 Pipe operator | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-5-column-index.html,3.5 Column index | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-6-creatingchanging-variables.html,3.6 Creating/changing variables | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-7-summarizing-data-1.html,3.7 Summarizing data | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-8-selecting-rows.html,3.8 Selecting rows | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-9-working-with-groups.html,3.9 Working with groups | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/3-data-wrangling.html,3 Data Wrangling | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-1-overview-3.html,4.1 Overview | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-2-specifying-a-model.html,4.2 Specifying a model | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-3-running-regressions.html,4.3 Running regressions | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-4-variable-selection-functions.html,4.4 Variable selection functions | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-5-diagnostics.html,4.5 Diagnostics | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-6-results.html,4.6 Results | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/4-regression.html,4 Regression | R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/R_intro/book/preface.html,R Introduction to Selected Topics
https://ssc.wisc.edu/sscc/pubs/RegressionDiagnostics.html,Regression Diagnostics
https://ssc.wisc.edu/sscc/pubs/allpubs.htm,All SSCC Knowledge Base Articles
https://ssc.wisc.edu/sscc/pubs/apps.htm,Articles on Applications
https://ssc.wisc.edu/sscc/pubs/bigsas.htm,Running Large SAS Jobs on Linstat
https://ssc.wisc.edu/sscc/pubs/bookmarks.htm,Importing Bookmarks/Favorites into Chrome
https://ssc.wisc.edu/sscc/pubs/computing_resources.htm,Computing Resources at the SSCC
https://ssc.wisc.edu/sscc/pubs/convert_sas_formats.htm,Converting SAS Formats from 32-Bit to 64-Bit
https://ssc.wisc.edu/sscc/pubs/data_entry_excel.htm,Using Excel for Data Entry
https://ssc.wisc.edu/sscc/pubs/disk.htm,Network Disk Space at the SSCC 
https://ssc.wisc.edu/sscc/pubs/diskfromlinux.htm,Using SSCC Network Disk Space from Personal Linux Computers
https://ssc.wisc.edu/sscc/pubs/diskfrommac.htm,Using SSCC Network Disk Space from a Mac
https://ssc.wisc.edu/sscc/pubs/dws/data_wrangling_stata1.htm,Data Wrangling in Stata: Review
https://ssc.wisc.edu/sscc/pubs/dws/data_wrangling_stata2.htm,Data Wrangling in Stata: Reading in Data
https://ssc.wisc.edu/sscc/pubs/dws/data_wrangling_stata3.htm,Data Wrangling in Stata: First Steps With Your Data
https://ssc.wisc.edu/sscc/pubs/dws/data_wrangling_stata4.htm,Data Wrangling in Stata: Variable Transformations
